customerId,recommendedProducts,bonuses
4,1.Кус-кус Bravolli 350 г — 98₽ (-24₽)\n 2. Масло оливковое Olivari Extra virgin 500 мл — 279₽ (-230₽) \n 3. Капсулы для стирки Color Tide, 12 шт — 219₽ (-56₽), 576
47487,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,62
47548,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,206
47692,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,46
47951,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,559
48019,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,383
48064,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,470
48101,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,446
48217,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,399
48286,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,509
48309,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,101
48590,4711634002297|4710088430922|4711524001041|4710290007011|4710022102892|4710088432476|4711524000495|4710105051642|4710088424273|4710857472634,192
48668,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,134
48866,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,11
48910,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,466
49122,20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,403
49597,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,540
50067,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,182
50494,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,213
50920,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,123
50982,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,199
51040,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,28
51347,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,381
52078,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,47
52283,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,113
53488,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,506
53518,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,366
54249,4710088443328|4710011405133|4710105045313|4711524000396|4710094699078|20424183|20415723|20406349|20370688|20333225,144
55444,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,151
56243,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,74
56588,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,87
56595,4903111345717|4716617500036|4710515533028|4711524000471|4711524000419|4711524000457|4711524000396|8801687000206|4710105045313|4711080010112,272
56601,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,60
56915,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,277
56922,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,587
57028,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,529
57486,4901872506507|41333600017|4710088414311|20424183|20415723|20406349|20370688|20333225|20332419|20307585,374
57493,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,68
57509,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,247
57677,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,481
57738,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,381
58148,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,595
58551,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,293
58698,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,73
58865,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,517
59138,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,168
59411,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,377
59527,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,469
59831,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,375
59848,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,25
59992,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013,8
60172,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,419
60400,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,488
60554,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,557
60592,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,244
60776,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,264
61681,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,347
61728,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013,547
61773,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,161
62299,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,81
63111,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,556
63227,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,471
63326,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,565
66037,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,456
66594,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,304
66662,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,324
66693,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,34
66730,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,565
66761,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,523
67843,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,101
68024,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,3
68086,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,539
68604,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,428
68956,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,2
69946,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,198
70232,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,158
70249,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,337
70584,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,176
70591,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,485
70621,4715874000532|4710126010116|4711022100017|4719090790017|4719090790000|20451042|20424183|20415723|20406349|20370688,80
70669,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,598
70805,4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370,72
70928,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,525
71093,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,116
71178,4710176011194|4710543310059|20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149,45
71284,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,592
72045,20451042|20424183|20415723|20406349|20333225|20332419|20307585|20301149|20246068|20246013,398
73080,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,381
73813,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,370
74353,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,189
74445,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,283
74568,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013,80
74612,4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370,166
74650,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,324
74711,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,95
74797,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,364
74872,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,188
75008,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,121
75169,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246013,92
75275,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,38
75305,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,411
75367,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,394
75374,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,339
75435,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,274
75459,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,197
75602,4715874000532|4710126010116|4711022100017|4719090790017|4719090790000|20424183|20415723|20406349|20370688|20333225,437
75664,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,186
75800,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,200
75879,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,371
75930,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,146
75954,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,306
75985,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,14
76043,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,447
76050,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,299
76180,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,225
76623,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,304
76654,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,472
77118,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,189
77279,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,21
78436,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,1
80729,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,88
80842,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013,221
81252,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,78
81269,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,381
81375,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,165
81412,4710154058319|4710126012066|4710098162806|20333225|4902757160906|4711926724012|4710583350701|4710736570031|4710105045320|4710105031811,351
81757,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,76
81894,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,317
81979,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,262
81986,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,297
82174,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,280
82723,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,554
82990,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,210
83140,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,222
84185,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,279
84253,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,317
84277,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,422
84697,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,551
85229,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,512
86059,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,213
86240,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,311
86394,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,598
86400,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,545
86882,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,221
87001,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,283
87049,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,574
87063,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,60
88008,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,74
88343,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,414
88435,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,205
88541,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,410
89203,4715874000532|4710126010116|4719090701051|4711022100017|20424183|20415723|20406349|20370688|20333225|20332419,386
89517,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,281
89715,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,453
89975,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,520
89982,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,4
90629,4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370|4711634000965|4710126392199|47100312,399
