,products,SALES_PRICE,Discounted_Price
238,4710247006562,79.0,74.82089579974814
239,4710734000264,40.0,25.690128639775
241,4710254011610,105.0,84.53701381277163
242,4710866000507,80.0,60.49002400123773
243,4710011412223,28.0,24.369131928595003
244,4710085120093,19.0,10.606258286173103
245,4719090105019,28.0,16.930836832563863
246,4897878020010,60.0,33.8881968569211
247,4716349081032,130.0,79.00401018483117
248,20411893,72.0,59.044343621444966
249,4710063312106,105.0,78.96154143374368
250,4710076232019,99.0,74.33719044324249
251,0074603003102,196.0,141.09166513887834
252,4710088411440,46.0,35.9904037633065
254,4710585930628,89.0,75.30806825312685
255,4712789000077,69.0,47.53488865729594
256,4710998000505,24.0,21.71275779140144
257,4710018004704,38.0,34.678671883584215
258,4710736570031,65.0,62.51618325103808
259,4710036220094,189.0,172.76703308693422
260,4711606080087,69.0,34.91610197503943
262,4711369000018,135.0,106.53980956065334
264,4902704881052,88.0,85.38337547038606
265,4712019100607,49.0,32.721901217579216
267,4710175565131,28.0,15.356391774828547
268,4710685440362,52.0,36.015242799713164
269,4710094020568,72.0,42.50486928054954
270,4714499720054,138.0,95.50046497352508
271,4711524001041,25.0,15.44657219492512
273,4710088442192,129.0,115.64151299049192
274,8999118053102,36.0,19.098342439678945
276,4710249002869,99.0,66.75203061341185
277,4710011401135,29.0,19.857328966996775
279,4711811102079,60.0,47.234405298075984
280,4710144202128,85.0,78.39502050167495
281,4710168106044,69.0,37.58908818915323
282,4711185010017,35.0,27.16874465024352
283,4710126092105,109.0,100.89066428035156
284,4711587808946,123.0,92.75816193867237
285,4710098166811,34.0,21.116364041257896
286,4710036009354,199.0,195.86161735329418
287,4710740600205,99.0,84.04259073413326
288,4710199010778,96.0,82.51233206994294
289,4710892632017,199.0,120.83932280985462
290,4710088414656,24.0,16.30601642760239
291,0076150215281,27.0,21.6831319146756
292,4710172020077,23.0,15.347112579969778
293,4710017052928,26.0,18.786676604854577
294,4711713010557,59.0,32.12110929002178
295,4710126020474,75.0,42.809157808564386
296,4711634000460,40.0,27.628073219097587
297,4713423888846,90.0,83.03496713124399
298,4710632001318,10.0,5.448010453922812
299,4710857000066,49.0,47.791420799663335
300,4710734000318,50.0,42.43361851400894
302,4710046036579,31.0,17.569340238677853
303,4710047502011,9.0,8.594772265671997
304,4710110513265,128.0,116.83416598282332
305,4710105045443,60.0,30.88570401815431
306,4710515060029,520.0,335.8393669050398
307,4719854750158,75.0,67.15981745645134
308,4710022235507,18.0,9.558678150222752
310,4710043355437,395.0,245.44905229961765
311,4710088411433,46.0,32.1179108540307
313,4711022100017,21.0,13.20474688556018
314,20565794,49.0,37.008218157051914
315,4710172020015,22.0,12.819179698399475
316,4710088410382,104.0,103.07101311129324
317,4711239111714,70.0,41.30563618657884
318,4710226001021,62.0,44.0446675933172
319,4710320224340,129.0,119.2406318412761
322,4710176001812,65.0,58.26966652233537
323,4710010050044,23.0,20.02588818023338
324,4710097110334,198.0,114.48157843980457
325,4711271000090,100.0,91.64256932038916
328,4710110510523,559.0,350.71257690338973
329,4710626521716,155.0,91.91841415218056
330,4710063011030,55.0,30.732003977170894
331,0076150430530,27.0,23.57206391745521
332,0041333213019,228.0,213.74423286534207
333,4710857000028,36.0,19.775583443604642
334,4715874000150,42.0,23.414921050350703
335,4710114128038,159.0,97.58136451239682
336,4711634002792,146.0,80.96367337212051
337,4710008290032,57.0,31.062475885150633
339,4710852001013,45.0,27.746506790126976
340,4710084212010,59.0,57.68936060054444
342,4710154015206,37.0,21.25976085197728
343,4711686006113,45.0,23.722592972537548
345,4710992231189,42.0,38.13682318048831
346,20396947,133.0,84.83037391777353
347,4710174003450,69.0,67.09631942359775
348,4710198221113,34.0,26.633074845742435
349,4711372660094,76.0,71.69665554071676
350,4710088414106,66.0,48.36222590042517
351,4712031000633,26.0,19.87165916923748
352,4710110221443,46.0,27.782419387873382
353,4902777077161,34.0,31.931159666077026
354,4710035351508,36.0,24.223282839681175
356,4971915012340,48.0,34.93783456718836
357,9415007603160,425.0,232.1275551586738
358,2250062000496,94.0,52.72552668807295
359,4710015104391,68.0,51.41964039375543
360,4711926724647,118.0,107.88737015686496
361,4710626111252,75.0,65.3795821540819
363,4710583350718,26.0,18.329535938032972
364,4711300986890,35.0,32.9300526180149
365,4710628070465,315.0,277.78731989769324
366,4710467221516,58.0,49.96629810979213
367,4710063312212,123.0,117.9436802536769
368,4710036029055,129.0,75.90894195692806
369,4901133059384,42.0,40.92227083089357
370,4710320224265,168.0,116.96732465981813
371,4710012142136,38.0,33.518070642068714
372,4710085172702,19.0,11.198471386234125
373,4710144201404,85.0,74.48492959525447
377,4710172030106,27.0,16.321666328154205
379,4710303340234,136.0,126.6689323769143
380,4711684600559,150.0,149.57372527495204
381,4710011402033,168.0,146.45068212998575
382,4710111111071,55.0,43.7373217685782
383,4710199011874,38.0,20.54689948180627
386,4713537116408,72.0,62.695087275825905
387,4710176033998,83.0,70.43621183498801
388,0040000757313,89.0,69.81636658368927
389,4710199010174,55.0,32.34443123972609
390,4711207003027,45.0,38.08851623294267
391,4710046011101,36.0,18.331013938221396
392,4710167221014,25.0,16.869494189384497
393,4903035300380,75.0,74.78291085441292
396,7610700600863,83.0,66.14180219839096
397,4710088411761,58.0,38.90743682390608
399,4712031001098,23.0,16.29295831040713
400,4710022102205,222.0,140.1575523723514
401,4710088434593,125.0,93.46231670177842
402,4710105001210,54.0,46.989425487652994
404,4710085120468,57.0,43.290428158804865
407,4710085120697,24.0,15.064913802691368
408,8999002568972,170.0,157.44818871356313
409,4710734000011,46.0,40.684337397838945
410,4710311107102,28.0,18.495599393732938
412,4711587809011,90.0,55.30921578847111
414,4710291138134,109.0,63.235525495737505
416,4901616005822,129.0,128.9918841683384
423,4710339012013,29.0,20.473734121738968
424,4710022445708,98.0,56.42483008245069
427,9556001589101,56.0,31.573290608940628
429,4710167116020,145.0,98.10917543917603
431,4710199011775,434.0,285.24987499053134
432,4710334040615,46.0,39.256304695937665
437,4710632001660,118.0,116.98033524379079
438,4712789000022,46.0,34.91347727429805
439,4710160003013,79.0,61.57630559323804
441,8888021100624,142.0,109.33894225382022
445,4710247006937,79.0,52.308944812632475
446,20564100,1180.0,933.198224493604
447,4719090302012,126.0,67.59254363316143
449,4711524000396,21.0,13.105843495968365
450,4711524000433,20.0,16.633458541663092
453,4710719001354,193.0,109.61591029236332
454,0040000757320,89.0,68.7677087350064
455,4710085104130,94.0,87.88954101159513
457,4716349007162,99.0,77.28990519277855
458,4710312020066,68.0,38.272217569894586
459,4711408000191,8.0,4.882024083710257
460,20564131,410.0,293.2679274900576
461,4710364144307,15.0,10.818826802755435
462,4710670200407,66.0,62.47989462534551
463,2230106000347,144.0,94.91581827245591
464,4710063312175,65.0,42.34513107393775
465,4710047502066,18.0,15.921551239116875
466,4710012111019,65.0,32.61615331066987
468,4711258004110,75.0,65.06150694583192
470,4713985863169,45.0,26.26772431581595
471,4710290003044,58.0,49.43829645344578
472,4710085172900,54.0,47.6571875898575
474,4710570000220,38.0,37.06370007293216
475,8007150900015,80.0,74.4263842168795
476,4719859182107,79.0,43.97791260900326
477,4710283170135,140.0,118.9631842588588
478,4710126011557,38.0,24.53615206257891
479,4711686002023,40.0,36.71839235146503
480,4710010020061,78.0,42.55990918788274
481,2230106000330,104.0,81.13526630083328
482,4711856000651,130.0,108.53810406034376
483,4710868506175,96.0,58.61394223344733
485,4710321791797,109.0,59.880811701036706
486,4710121023302,89.0,48.110533034773276
487,4710626111610,26.0,21.198841493447986
488,4711437000018,49.0,36.96024248901228
490,4713390600205,38.0,24.39792417559805
491,4711258001256,29.0,26.56752130296946
493,4710908131824,89.0,51.977406854621634
494,4711524000907,25.0,15.266318389164606
497,4710857472689,52.0,28.275374039095954
498,4714567001641,42.0,39.813614807046974
499,4710363724005,84.0,61.74170263921344
501,4719862260427,28.0,27.681258751617655
502,4710160001071,85.0,73.64557167706973
503,4711220111167,102.0,64.98887430841474
504,4710010010017,149.0,142.6567665072749
505,4711022100031,21.0,13.063614140092653
506,4710094020179,75.0,73.73138168714043
507,4710105051628,26.0,23.316023248967134
508,4710861100011,54.0,31.629014540697035
509,4710632002988,21.0,18.053672199972002
510,0022000119964,168.0,154.25556200476333
513,0614632010285,88.0,65.47575975736447
517,4710063131370,196.0,174.13099767708084
519,4710172030021,145.0,125.51129998835114
521,4710088412225,38.0,20.56905946398117
522,4710200000019,96.0,85.3177301514907
524,4710171052222,65.0,60.48208934145675
525,4710626622857,124.0,94.8632948781565
528,4710321790509,84.0,55.518804950679964
531,4710105045450,20.0,10.83257130380339
533,4710254041037,72.0,37.67233479044802
535,4714390001016,54.0,43.29322110487245
536,4901422038939,218.0,202.95666682681923
539,4710543282318,69.0,64.41880653242468
541,8934614019061,45.0,40.31802444045215
542,4710290007011,28.0,22.757516066441923
544,4710626844259,75.0,73.81435933751656
546,4712297010742,32.0,28.004494089816827
547,4710088410795,55.0,43.1024925432376
549,4710857000011,69.0,62.90439321805127
550,4710290004218,43.0,42.23601926845285
552,4711524000471,21.0,19.947764861359463
553,4710088412973,24.0,18.48026382241632
555,4714390001023,54.0,27.18396357907228
556,4718426020026,67.0,49.06214666019344
557,4712825123029,42.0,36.08803024250728
561,4719433000476,260.0,242.4326842052051
562,4716759020133,89.0,50.07644645405122
563,4902105004128,300.0,192.19821849128078
564,4714072300383,94.0,50.9025331496828
566,4710247005671,89.0,47.933694186255
568,4901988666638,28.0,23.571576921501304
570,4710085171491,36.0,18.55504177054931
571,4710017089085,13.0,11.190113910040447
573,4710043004434,108.0,85.83518206474011
577,4711372660421,58.0,45.78201265144144
581,4710247005831,96.0,65.45003705966397
587,4710626210955,81.0,64.46607976652444
589,4710086120207,199.0,116.65307088405656
590,4718433614799,29.0,19.096085725005537
592,4710140200500,84.0,58.86707832072549
593,4711300986982,52.0,36.37642332680446
594,4710105026411,79.0,43.45034594537524
598,4710088414243,25.0,16.65869553271996
599,4710431126687,79.0,49.99256342403258
600,4710144101452,85.0,83.10398991145668
601,4711686002504,28.0,17.72757290046121
603,4710095331700,124.0,103.92898728887306
604,4710085150311,30.0,17.743849030667057
608,4710008241218,32.0,19.365417243474006
610,4710583300089,53.0,34.763954908995466
612,4710063312120,105.0,61.68345114856745
616,4710171083226,59.0,49.50719627367966
617,4714692001264,30.0,15.180193535657185
618,4710105031286,23.0,18.44340894126046
622,4710088491176,93.0,66.6548549770746
624,4711573333834,49.0,35.175466864568335
627,4710105031682,23.0,13.552266683797967
628,0084501238520,18.0,11.877479769739814
629,4714082210252,59.0,44.088473477495675
630,4713608110779,22.0,16.524400074955974
632,4710868501590,43.0,32.91492647465881
633,4711207002310,43.0,33.60139165850169
635,9300644131711,32.0,25.191408652219522
636,4710110222228,66.0,36.40199118421715
637,4710943120036,42.0,22.95709274164016
638,4710294110212,216.0,188.01639199403562
639,4710036110050,718.0,686.7316867477409
640,4710205000434,152.0,99.30327307767075
641,4903301563495,54.0,52.64522127228057
643,0008635012177,115.0,64.00199925543006
644,4710038850565,48.0,37.343783728735914
645,4710088434258,26.0,20.694902150248247
646,4710022209591,99.0,84.27300451187477
647,4710105020341,66.0,46.679840436606185
649,4710008241119,32.0,26.236572731986115
650,4710171120228,76.0,69.56185659892319
652,4710308000294,161.0,140.43930633707996
653,0076277109364,24.0,23.38952604682443
654,0729042063148,89.0,86.35811286279886
656,4712552008606,85.0,71.43662683683114
658,4714692000762,790.0,733.2979467549474
659,4710128086027,9.0,4.977036564808349
660,4711461660011,228.0,165.71788204358373
661,9310022781803,624.0,432.40296655504267
665,4710247005978,96.0,66.11414849433078
667,4710063121036,31.0,28.639691746042025
669,4710670200506,24.0,17.511850483412186
670,4710314900083,598.0,540.727483964285
672,4710467551224,58.0,54.871889459199856
674,4710559123704,32.0,31.196881757409045
675,4710128030020,22.0,16.71604607783643
681,4714072300390,79.0,77.5795401888661
682,4710530013024,69.0,43.41240686964972
683,4710943101134,90.0,59.424852074590326
684,4710017089016,128.0,108.27890608289641
685,4710105015125,101.0,92.05757892338472
686,4719090301015,110.0,79.78683332658812
689,0034000255092,109.0,75.35454224419807
690,4710175565209,76.0,61.96826730687127
691,4710091111719,115.0,87.22656354477778
692,4713089003003,68.0,41.519160238955216
694,4710088411785,60.0,48.60790180806487
695,4712500125027,57.0,41.20343847253861
697,9415007007173,395.0,337.2247109530838
701,4902402376614,217.0,109.20011091308224
702,4710530032063,99.0,52.96532127154459
703,4711186400114,40.0,25.108640015342793
707,4710191030002,92.0,90.00735604050935
708,4710088412966,25.0,24.890601262824852
709,9555037202039,92.0,91.01441047159382
710,4710008251125,28.0,21.848687664102847
711,4710017089023,29.0,26.9807743441856
712,4710017089054,24.0,15.836975073352082
714,4710126020283,84.0,77.16189549108769
715,4710105020327,69.0,46.76866949613628
718,4710943101318,55.0,50.42698719516958
719,4710094097768,180.0,100.51569467934529
720,4710946718445,179.0,170.771435276662
721,4710777110661,359.0,339.10456250261296
722,4710043100013,149.0,120.2473222476035
724,4710254031342,70.0,61.23381782248179
726,4902757160906,129.0,115.40389065655236
728,4710670200100,22.0,12.215177688635618
732,4710088414052,48.0,37.53570554080363
734,0723125481409,30.0,27.563995977845156
735,4710885674802,40.0,26.909998101854086
737,4713390600021,34.0,28.110199592533867
738,0041419761748,69.0,51.43370189238426
739,4710063131493,30.0,26.015825536473205
740,4901360224081,85.0,60.16378694324115
742,4902556125205,75.0,48.06979107355659
744,4710063312168,123.0,87.79624327756179
748,4710114322115,72.0,39.01842091965627
753,4711437000131,49.0,41.71282757088307
756,4710323168238,24.0,16.25344124199858
757,4710175567111,52.0,34.85196058979275
758,0723125488095,135.0,80.53283799688498
759,0037000440147,47.0,41.21897429726577
760,4710186184055,145.0,102.30765244598828
761,4710043105124,150.0,82.94477478298296
763,4902704244598,75.0,59.980737978175526
767,4710109770532,22.0,13.769390873029673
768,4713985863176,33.0,18.668115294154404
771,4710570000336,132.0,124.41081428725195
772,4984824089341,70.0,60.53862219042976
775,4710088414311,60.0,43.10799061222431
777,4714061135910,65.0,35.688697309418764
780,4712789000039,44.0,25.211505592835106
782,4710105045719,15.0,10.711868611176222
784,4710109770327,68.0,65.80331493131256
786,4710857000073,46.0,23.908312176154347
791,4710543511036,17.0,13.88601220466379
794,0074100241762,99.0,71.08471751403978
797,9556023331153,30.0,27.574085045011397
798,4710175565162,76.0,62.5379102544791
799,8712045004784,425.0,305.49217648180206
801,4710706932005,60.0,48.29210214642143
802,4710088434197,23.0,18.578047522810934
803,4712494211416,50.0,25.94975734017036
805,8888021200133,95.0,77.21439259865767
806,4710088432346,106.0,67.0202652229981
807,4710105010137,53.0,33.41058772583375
811,4710579101003,42.0,39.7755326785239
812,4718176139306,199.0,128.8741737338516
814,4712494211201,25.0,13.745477805847898
815,4710362010116,79.0,39.695955654800585
816,0723125910107,56.0,45.888367545484414
818,4710063121173,24.0,23.743154401856895
820,4710063021053,66.0,57.1403514750987
821,4710294110809,48.0,25.708375532913205
823,0037000442127,47.0,42.94608672073826
825,4712172010010,56.0,30.075623393404115
829,4710167111018,85.0,61.28042544296714
830,47108608,92.0,90.31244114700216
831,4710218600324,47.0,46.20505505540963
832,4710105024110,15.0,10.670460092139557
834,0022000121509,65.0,35.222653233942964
838,80050278,156.0,138.10755281603193
839,4006670360150,170.0,130.25489305748675
840,20401351,59.0,54.90427929458367
841,4717684970012,89.0,63.31619751675851
843,4711209070072,58.0,30.329345326132817
845,4710105051642,148.0,145.82334275788503
849,4710175565551,76.0,61.879352488380356
853,4710320224500,24.0,23.682669439602062
854,4710626844013,30.0,16.902660420413987
859,4710011432856,28.0,24.953467467323634
860,4710249002012,104.0,97.73717916807435
861,4710594412009,32.0,19.76765691556348
862,4710375112210,126.0,98.12350249733835
863,4710147100018,28.0,19.166968439004755
864,4710199031582,80.0,50.170262746976704
865,4712494216329,375.0,370.3622667867183
866,4712494220791,78.0,49.801912571893894
867,4710105051048,18.0,16.049163140036313
869,4710105051062,18.0,9.307411614002842
871,4710594912028,313.0,299.76382906856526
873,4710247006043,105.0,83.73557397305045
877,8888240006028,79.0,46.95260402764563
880,4710199030677,100.0,90.57736202339922
882,4718176138200,359.0,210.9595054722055
884,4710357201635,52.0,40.46019322266548
887,4710515535107,37.0,32.51656460418341
888,8888021200256,170.0,125.34717124893065
890,4710162000072,26.0,21.255482871448933
892,4710303301228,104.0,82.05533999231406
893,4711128778875,80.0,51.726649180240145
897,4710154015138,37.0,31.42160904840234
898,4710199030578,50.0,41.662955956242506
904,4710175566374,122.0,78.53839554938811
906,4710110241014,38.0,20.57849660020244
907,20515461,24.0,13.742078799466483
909,4710285000126,95.0,62.11631986274161
911,4710110221375,24.0,22.07934893897529
913,4710339030017,31.0,16.246494969789477
915,4710008490111,108.0,87.14881016141234
916,4710011432825,28.0,15.652664138526289
920,4710057510112,142.0,105.8645126267474
921,4710175566114,76.0,49.818693327430914
922,4710594124001,300.0,213.42226864805474
923,4710504960019,22.0,21.90170177253088
924,4710298990742,41.0,28.24145024952322
925,4710047501038,19.0,9.652296259250633
926,4710110241076,37.0,19.720612233363205
927,4710247007422,69.0,34.56809475280765
934,4710008242147,30.0,18.140412888133966
935,4710176013143,18.0,13.164130037240895
937,0040000915409,39.0,25.302409379689422
940,4710105046020,68.0,54.09545410500365
942,4710088410733,55.0,49.61780585455757
943,4710043552102,260.0,180.8190670208786
944,4710008241133,32.0,26.948846269045386
945,4710088415233,64.0,35.455988558766876
947,4710543111014,38.0,29.562071796922574
951,4710431320474,189.0,186.99792999303932
958,4710249001732,74.0,47.820947406649196
959,4710191000012,35.0,27.28124241761962
960,4710094699078,45.0,33.68899249809053
964,4710176016045,18.0,10.797719302935846
965,4710105046013,136.0,105.35638043683608
970,4710685443820,73.0,45.08991240818341
973,4902520132741,119.0,59.763430499487825
979,4710363723008,55.0,39.34683148680689
982,4715398208339,98.0,54.78463478497146
983,4710008241126,32.0,16.356574064670028
992,4710008290049,57.0,52.87619120385759
993,4710357304701,44.0,29.473645720048893
994,4711326120544,88.0,63.845923176332036
995,4710174041551,84.0,58.3270456644357
997,4711767670103,58.0,31.141119813863785
1005,4710762502129,54.0,40.089624732149154
1006,4711045229412,158.0,80.39068389769776
1007,4712453001096,30.0,15.030165784010197
1008,4711587808229,130.0,67.05539170702208
1011,4710126022096,82.0,65.97429073148227
1014,4710088434081,23.0,17.08473149003568
1015,4710047502684,50.0,41.61734261438903
1016,4972045758337,66.0,53.9276600019571
1018,4711926725194,118.0,68.68140106461055
1020,4710109770525,28.0,15.767408802622759
1021,4715890101022,25.0,15.027195453137761
1022,20514891,66.0,44.869137466930844
1023,4710572001249,26.0,23.845801497779355
1024,4710160001033,110.0,60.37510085136799
1026,4710498235148,238.0,164.36962783242723
1028,4710057500113,115.0,113.04340834270269
1031,0028400015547,129.0,124.0811038988896
1032,4710017008024,119.0,109.28505529065949
1034,4903050141272,108.0,93.1659251056943
1035,4710467221226,65.0,43.82114941507513
1036,4710126191259,54.0,36.135332546907534
1037,4710082044002,48.0,38.02544601098755
1038,4715874000600,84.0,48.539114800059934
1040,4710570001906,55.0,41.16499810184789
1041,4710012724547,56.0,30.77557962938136
1043,20393038,49.0,43.86437567514326
1044,4710362020085,39.0,24.582248997093526
1047,4711572001116,30.0,15.491539581185098
1049,4903065141502,43.0,41.87087584498785
1050,9310135026372,128.0,74.79907041910681
1051,4710063121098,24.0,19.926404107502808
1052,4710088415387,72.0,62.54810192617778
1055,4903316430232,159.0,94.88548981136726
1056,4710367842002,38.0,20.552402823701303
1057,4711912000021,42.0,41.7403295249318
